"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastActivityDate","LastViewedDate","LastReferencedDate","ConnectionReceivedId","ConnectionSentId","nFORCE__Disable_Print__c","nFORCE__Show_Link_To_Context_Object__c","nFORCE__lookupKey__c","AutorabitExtId__c"
"a2G5e0000005UtoEAE","0055e000003ZErQAAW","","Standard Loan Credit Memo","2021-06-18T13:03:13.000Z","0055e000003ZErQAAW","2021-10-10T18:01:30.000Z","0055e000003ZErQAAW","","","","","","","true","true","42286465180298091",""
